EMP_ID,EMPLOYEE_NAME,DISTRICT_ID,DISTRICT_NAME,ZIPCODE,HIREDATE,HIGHEST_EARNED_DEGREE,IS_ADMIN,IS_TEACHER,EDU_EMAIL,PREVIOUS_EXPERIENCE_YEARS,years_of_service,total_experience,seniority_level,promotion_eligible,TAX_YEAR,REG_PAY,OVERTIME_PAY,OTHER_PAY,TOTAL_BENEFITS,total_compensation,DATE_LAST_CALC,_gold_ingested_at
11652,Kristi Hamada,4,San Francisco Unified,94102,2009-01-28,Bachelor   ,FALSE,FALSE,khamad29@k12.ca.Edu,2,17,19,Mid-Senior,TRUE,2014,33948,0,6937,6809,47694,2015-03-22,2026-05-02 17:38:12
11657,Ronny Siemiginowska,4,San Francisco Unified,94102,2012-11-11,Bachelor   ,FALSE,TRUE,rsiemi15@k12.ca.edU,3,13,16,Mid-Senior,TRUE,2014,52232,0,9971,12566,74769,2014-11-19,2026-05-02 17:38:12
11668,Chrotoem Wolk,2,Compton Unified,90059,2008-08-24,Master     ,FALSE,TRUE,cwolk11@k12.ca.eDU,5,17,22,Mid-Senior,TRUE,2014,92400,5537,0,11606,109543,2015-07-26,2026-05-02 17:38:12
11673,Edvard Menke,1,Ontario-Montclair,91762,1994-09-10,Bachelor   ,FALSE,FALSE,emenke73@k12.ca.edu,5,31,36,Senior,TRUE,2014,99646,0,317,20323,120286,2015-04-01,2026-05-02 17:38:12
11681,Hannis Fanning,3,Beverly Hills Unified,90212,2004-08-11,Master     ,FALSE,TRUE,hfanni49@k12.ca.edu,4,21,25,Senior,TRUE,2014,89723,0,0,14708,104431,2015-02-08,2026-05-02 17:38:12
11684,Gaylene Prothero,4,San Francisco Unified,94102,1991-03-04,Bachelor   ,FALSE,TRUE,gproth30@k12.ca.edu,3,35,38,Senior,TRUE,2014,60735,0,11999,13479,86213,2015-01-01,2026-05-02 17:38:12
11688,Annie Lisagor,4,San Francisco Unified,94102,2008-04-26,Bachelor   ,FALSE,TRUE,alisag72@k12.ca.edu,2,18,20,Mid-Senior,TRUE,2014,49245,0,7873,12120,69238,2015-07-05,2026-05-02 17:38:12
11707,Grethel Bloemhof,4,San Francisco Unified,94102,2014-10-14,Bachelor   ,FALSE,TRUE,gbloem58@k12.ca.edu,1,11,12,Mid-Senior,TRUE,2014,11297,0,1886,3944,17127,2015-03-17,2026-05-02 17:38:12
11709,Archaimbaud Nadal-ginard,4,San Francisco Unified,94102,2003-02-14,Bachelor   ,TRUE,FALSE,anadal78@k12.ca.edu,1,23,24,Senior,TRUE,2014,10765,0,28917,3924,43606,2015-04-15,2026-05-02 17:38:12
11712,Stephannie Jick,3,Beverly Hills Unified,90212,2012-08-08,Bachelor   ,FALSE,TRUE,sjick7@k12.ca.edu,4,13,17,Mid-Senior,TRUE,2014,85940,0,80,14393,100413,2015-02-13,2026-05-02 17:38:12
11718,Dody Brzycki,4,San Francisco Unified,94102,2002-06-09,Master     ,TRUE,FALSE,dbrzyc39@k12.ca.edu,4,23,27,Senior,TRUE,2014,80447,0,9454,14928,104829,2015-09-03,2026-05-02 17:38:12
11721,Chet Stiles,1,Ontario-Montclair,91762,2015-03-10,Bachelor   ,FALSE,TRUE,cstile57@k12.ca.edu,4,11,15,Mid-Senior,TRUE,2014,87678,0,3749,14433,105860,2015-09-03,2026-05-02 17:38:12
11723,Barclay Lechten,4,San Francisco Unified,94102,1994-05-02,Bachelor   ,FALSE,TRUE,blecht95@k12.ca.edu,4,32,36,Senior,TRUE,2014,70056,0,11270,16635,97961,2014-11-15,2026-05-02 17:38:12
11727,Sax Foley,2,Compton Unified,90059,2011-01-31,Bachelor   ,FALSE,TRUE,sfoley19@k12.ca.edu,4,15,19,Mid-Senior,TRUE,2014,76881,606,0,6560,84047,2015-04-27,2026-05-02 17:38:12
11728,Catrina Conklin,3,Beverly Hills Unified,90212,2008-07-12,Bachelor   ,FALSE,TRUE,cconkl23@k12.ca.edu,4,17,21,Mid-Senior,TRUE,2014,70961,0,0,13076,84037,2015-06-03,2026-05-02 17:38:12
11730,Lilah Waggener,4,San Francisco Unified,94102,1998-02-14,Bachelor   ,FALSE,TRUE,lwagge81@k12.ca.edu,2,28,30,Senior,TRUE,2014,40376,0,4859,9853,55088,2014-12-12,2026-05-02 17:38:12
11736,Miles Wruck,4,San Francisco Unified,94102,2006-10-08,Bachelor   ,FALSE,TRUE,mwruck94@k12.ca.edu,4,19,23,Mid-Senior,TRUE,2014,75305,0,10349,16999,102653,2015-04-19,2026-05-02 17:38:12
11739,Sullivan Mahdavi-damghani,4,San Francisco Unified,94102,2008-02-29,Bachelor   ,FALSE,TRUE,smahda72@k12.ca.edu,2,18,20,Mid-Senior,TRUE,2014,32548,0,22311,14681,69540,2014-11-27,2026-05-02 17:38:12
11740,Natka Sills,4,San Francisco Unified,94102,2012-12-07,Bachelor   ,FALSE,TRUE,nsills52@k12.ca.edu,3,13,16,Mid-Senior,TRUE,2014,61141,0,32698,17734,111573,2015-08-06,2026-05-02 17:38:12
11746,Spense Metz,1,Ontario-Montclair,91762,2013-12-03,Master     ,FALSE,TRUE,smetz27@k12.ca.edu,4,12,16,Mid-Senior,TRUE,2014,86405,0,560,14328,101293,2015-08-04,2026-05-02 17:38:12
11762,Rhetta Gottardo,4,San Francisco Unified,94102,2010-09-22,Bachelor   ,FALSE,TRUE,rgotta52@k12.ca.edu,2,15,17,Mid-Senior,TRUE,2014,36896,0,12389,12097,61382,2015-01-22,2026-05-02 17:38:12
11769,Averell Rissland,1,Ontario-Montclair,91762,2003-06-10,Master     ,FALSE,TRUE,arissl31@k12.ca.edu,4,22,26,Senior,TRUE,2014,80741,0,180,13744,94665,2015-07-23,2026-05-02 17:38:12
11770,Erv Gloucester,4,San Francisco Unified,94102,2008-12-30,Bachelor   ,FALSE,TRUE,eglouc20@k12.ca.edu,3,17,20,Mid-Senior,TRUE,2014,65225,0,10728,13718,89671,2015-01-10,2026-05-02 17:38:12
11778,Bella Catlin,2,Compton Unified,90059,1999-02-14,Master     ,FALSE,TRUE,bcatli8@k12.ca.edu,4,27,31,Senior,TRUE,2014,88368,5310,0,17345,111023,2014-11-15,2026-05-02 17:38:12
11790,Marcelle Marashian,1,Ontario-Montclair,91762,1994-05-16,High School,FALSE,FALSE,mmaras26@k12.ca.edu,1,31,32,Senior,TRUE,2014,26849,378,10472,6422,44121,2015-01-11,2026-05-02 17:38:12
11791,Willyt Sclafani,1,Ontario-Montclair,91762,2007-11-06,Master     ,FALSE,TRUE,wsclaf78@k12.ca.edu,4,18,22,Mid-Senior,TRUE,2014,87335,0,2212,7953,97500,2015-05-11,2026-05-02 17:38:12
11798,Jervis Gili,4,San Francisco Unified,94102,1993-12-28,Bachelor   ,FALSE,TRUE,jgili49@k12.ca.edu,3,32,35,Senior,TRUE,2014,51506,0,11734,12629,75869,2015-08-08,2026-05-02 17:38:12
11800,Bree Krezel,4,San Francisco Unified,94102,2004-12-01,Bachelor   ,FALSE,TRUE,bkreze78@k12.ca.edu,2,21,23,Senior,TRUE,2014,33014,0,8437,4661,46112,2014-11-19,2026-05-02 17:38:12
11801,Avram Mcneill,1,Ontario-Montclair,91762,2012-10-12,High School,FALSE,FALSE,amcnei36@k12.ca.edu,2,13,15,Mid-Senior,TRUE,2014,34945,235,654,10698,46532,2014-11-29,2026-05-02 17:38:12
11802,Virgie Gabrielli,4,San Francisco Unified,94102,1999-08-04,Bachelor   ,FALSE,TRUE,vgabri59@k12.ca.edu,3,26,29,Senior,TRUE,2014,67627,0,12736,16174,96537,2015-06-16,2026-05-02 17:38:12
11808,Gussy Bissen,2,Compton Unified,90059,2015-09-09,Master     ,FALSE,TRUE,gbisse34@k12.ca.edu,4,10,14,Mid-Senior,TRUE,2014,79824,2503,0,16389,98716,2014-12-15,2026-05-02 17:38:12
11815,Virginie Ginty,4,San Francisco Unified,94102,2006-01-17,Bachelor   ,TRUE,FALSE,vginty8@k12.ca.edu,4,20,24,Senior,TRUE,2014,84246,0,9311,15014,108571,2014-12-05,2026-05-02 17:38:12
11817,Daveta Rosa,4,San Francisco Unified,94102,2010-01-22,Bachelor   ,TRUE,FALSE,drosa62@k12.ca.edu,2,16,18,Mid-Senior,TRUE,2014,35896,0,13912,9640,59448,2015-04-13,2026-05-02 17:38:12
11819,Sam Kasser,3,Beverly Hills Unified,90212,2008-04-26,Master     ,FALSE,TRUE,skasse98@k12.ca.edu,5,18,23,Mid-Senior,TRUE,2014,92188,0,4674,15302,112164,2015-06-27,2026-05-02 17:38:12
11823,Hoyt Lovison,4,San Francisco Unified,94102,2006-06-22,Bachelor   ,FALSE,TRUE,hlovis33@k12.ca.edu,3,19,22,Mid-Senior,TRUE,2014,67442,0,10265,13867,91574,2014-11-18,2026-05-02 17:38:12
11830,Astrid Gonet,1,Ontario-Montclair,91762,2000-01-25,Bachelor   ,FALSE,TRUE,agonet69@k12.ca.edu,1,26,27,Senior,TRUE,2014,21141,0,0,3544,24685,2015-08-12,2026-05-02 17:38:12
11844,Allister Sapers,3,Beverly Hills Unified,90212,2004-02-09,Bachelor   ,FALSE,TRUE,asaper82@k12.ca.edu,4,22,26,Senior,TRUE,2014,89649,0,0,14685,104334,2015-08-21,2026-05-02 17:38:12
11845,Alistair Ramian,4,San Francisco Unified,94102,1997-07-13,Bachelor   ,FALSE,TRUE,aramia10@k12.ca.edu,3,28,31,Senior,TRUE,2014,58616,0,10154,16119,84889,2015-05-22,2026-05-02 17:38:12
11866,Rosabelle Guidi,4,San Francisco Unified,94102,2010-03-08,Bachelor   ,FALSE,TRUE,rguidi41@k12.ca.edu,1,16,17,Mid-Senior,TRUE,2014,17397,0,3460,3486,24343,2015-07-03,2026-05-02 17:38:12
11867,Costa Brandwein,1,Ontario-Montclair,91762,2001-09-10,Bachelor   ,TRUE,FALSE,cbrand43@k12.ca.edu,5,24,29,Senior,TRUE,2014,108276,0,0,13688,121964,2015-05-11,2026-05-02 17:38:12
11868,Lucian Mclean,4,San Francisco Unified,94102,2009-01-10,Bachelor   ,TRUE,FALSE,lmclea96@k12.ca.edu,3,17,20,Mid-Senior,TRUE,2014,66795,0,18055,8422,93272,2015-06-21,2026-05-02 17:38:12
11875,Malva Dower,4,San Francisco Unified,94102,2008-03-09,Bachelor   ,FALSE,TRUE,mdower74@k12.ca.edu,2,18,20,Mid-Senior,TRUE,2014,40767,0,9957,9332,60056,2015-02-08,2026-05-02 17:38:12
11881,Cal Hay,3,Beverly Hills Unified,90212,1997-05-05,High School,FALSE,FALSE,chay93@k12.ca.edu,1,28,29,Senior,TRUE,2014,15541,0,349,793,16683,2014-11-22,2026-05-02 17:38:12
11887,Nerti Gilstrap,2,Compton Unified,90059,2015-01-23,Master     ,FALSE,TRUE,ngilst86@k12.ca.edu,4,11,15,Mid-Senior,TRUE,2014,88106,409,0,10811,99326,2015-05-24,2026-05-02 17:38:12
11888,Gonzalo Cammelli,4,San Francisco Unified,94102,2015-05-26,Bachelor   ,FALSE,TRUE,gcamme59@k12.ca.edu,3,10,13,Mid-Senior,TRUE,2014,64887,0,9179,13551,87617,2015-03-18,2026-05-02 17:38:12
11889,Alaric Rosenbloom,4,San Francisco Unified,94102,1992-06-12,Bachelor   ,TRUE,FALSE,arosen0@k12.ca.edu,4,33,37,Senior,TRUE,2014,86487,0,14977,15931,117395,2015-01-08,2026-05-02 17:38:12
11891,Ebenezer Conklin,4,San Francisco Unified,94102,2005-07-11,Bachelor   ,FALSE,TRUE,econkl7@k12.ca.edu,3,20,23,Senior,TRUE,2014,60890,0,9649,13252,83791,2015-03-24,2026-05-02 17:38:12
11894,Tibold Doney,4,San Francisco Unified,94102,2002-10-20,Bachelor   ,TRUE,FALSE,tdoney16@k12.ca.edu,5,23,28,Senior,TRUE,2014,102928,0,20939,17820,141687,2015-01-13,2026-05-02 17:38:12
11896,Seward Rumberger,1,Ontario-Montclair,91762,2015-05-13,Bachelor   ,TRUE,FALSE,srumbe88@k12.ca.edu,6,10,16,Mid-Senior,TRUE,2014,113820,0,330,11797,125947,2015-07-19,2026-05-02 17:38:12
11907,Hort Isserman,4,San Francisco Unified,94102,2006-02-14,Bachelor   ,FALSE,TRUE,hisser16@k12.ca.edu,3,20,23,Senior,TRUE,2014,66779,0,13211,14060,94050,2015-04-06,2026-05-02 17:38:12
11908,Susanna Erb,4,San Francisco Unified,94102,2004-05-26,Bachelor   ,FALSE,TRUE,serb74@k12.ca.edu,3,21,24,Senior,TRUE,2014,69435,0,10376,14042,93853,2015-02-19,2026-05-02 17:38:12
11909,Daffi Crothers,2,Compton Unified,90059,2008-12-23,Master     ,FALSE,TRUE,dcroth61@k12.ca.edu,4,17,21,Mid-Senior,TRUE,2014,76591,492,0,15933,93016,2015-04-21,2026-05-02 17:38:12
11910,Ennis Teague,1,Ontario-Montclair,91762,2013-09-20,Bachelor   ,FALSE,TRUE,eteagu21@k12.ca.edu,4,12,16,Mid-Senior,TRUE,2014,80811,0,1230,7414,89455,2014-12-08,2026-05-02 17:38:12
11922,Kippy Nichipor,4,San Francisco Unified,94102,1995-07-05,Bachelor   ,FALSE,TRUE,knichi92@k12.ca.edu,2,30,32,Senior,TRUE,2014,43795,0,14110,6032,63937,2014-11-17,2026-05-02 17:38:12
11936,Casandra Hendrix,4,San Francisco Unified,94102,2014-05-09,Bachelor   ,FALSE,TRUE,chendr59@k12.ca.edu,3,11,14,Mid-Senior,TRUE,2014,63064,0,9107,16404,88575,2015-04-20,2026-05-02 17:38:12
11938,Prudi Coffey,2,Compton Unified,90059,1993-12-10,Bachelor   ,FALSE,TRUE,pcoffe76@k12.ca.edu,3,32,35,Senior,TRUE,2014,69596,424,0,9248,79268,2015-07-10,2026-05-02 17:38:12
11946,Kiley Fajer,4,San Francisco Unified,94102,2011-11-10,Bachelor   ,TRUE,FALSE,kfajer84@k12.ca.edu,5,14,19,Mid-Senior,TRUE,2014,100329,0,4274,16192,120795,2014-11-20,2026-05-02 17:38:12
11948,Hobie Gloucester,1,Ontario-Montclair,91762,1993-06-01,Bachelor   ,FALSE,TRUE,hglouc95@k12.ca.edu,2,32,34,Senior,TRUE,2014,35226,0,533,15423,51182,2014-12-20,2026-05-02 17:38:12
11951,Mort Royal,4,San Francisco Unified,94102,2007-07-26,Bachelor   ,FALSE,TRUE,mroyal43@k12.ca.edu,4,18,22,Mid-Senior,TRUE,2014,77017,0,11309,17231,105557,2015-07-11,2026-05-02 17:38:12
11953,Timoteo Minow,4,San Francisco Unified,94102,2012-03-22,Bachelor   ,TRUE,FALSE,tminow20@k12.ca.edu,5,14,19,Mid-Senior,TRUE,2014,91215,0,11138,19013,121366,2015-02-18,2026-05-02 17:38:12
11954,Claire Spar,1,Ontario-Montclair,91762,1997-07-23,Master     ,FALSE,TRUE,cspar72@k12.ca.edu,4,28,32,Senior,TRUE,2014,79196,0,940,12793,92929,2015-02-16,2026-05-02 17:38:12
11956,Caryl Alesina,4,San Francisco Unified,94102,1993-12-27,Bachelor   ,TRUE,FALSE,calesi96@k12.ca.edu,3,32,35,Senior,TRUE,2014,52287,0,8386,23040,83713,2015-01-07,2026-05-02 17:38:12
11960,Merv Goodale,4,San Francisco Unified,94102,1994-04-20,Bachelor   ,TRUE,FALSE,mgooda61@k12.ca.edu,2,32,34,Senior,TRUE,2014,46383,1147,1944,20048,69522,2015-01-29,2026-05-02 17:38:12
11963,Dewitt Guss,4,San Francisco Unified,94102,1996-11-25,Bachelor   ,FALSE,TRUE,dguss17@k12.ca.edu,3,29,32,Senior,TRUE,2014,68848,0,15956,17486,102290,2015-01-08,2026-05-02 17:38:12
11964,Benton Hanlon,1,Ontario-Montclair,91762,2013-02-19,Master     ,FALSE,TRUE,bhanlo46@k12.ca.edu,4,13,17,Mid-Senior,TRUE,2014,79679,0,150,22177,102006,2015-07-30,2026-05-02 17:38:12
11967,Gideon Rochon,2,Compton Unified,90059,2002-07-18,Bachelor   ,FALSE,TRUE,grocho64@k12.ca.edu,3,23,26,Senior,TRUE,2014,67659,2119,0,8234,78012,2015-01-26,2026-05-02 17:38:12
11971,Thomasine Siner,4,San Francisco Unified,94102,1995-02-09,Bachelor   ,FALSE,TRUE,tsiner0@k12.ca.edu,4,31,35,Senior,TRUE,2014,71399,0,15867,14720,101986,2015-03-26,2026-05-02 17:38:12
11976,Kit Hoppe,4,San Francisco Unified,94102,2012-03-17,Bachelor   ,TRUE,FALSE,khoppe39@k12.ca.edu,5,14,19,Mid-Senior,TRUE,2014,91594,0,16614,16501,124709,2015-07-16,2026-05-02 17:38:12
11979,Had Cloes,4,San Francisco Unified,94102,1995-03-10,Bachelor   ,FALSE,TRUE,hcloes18@k12.ca.edu,3,31,34,Senior,TRUE,2014,67176,0,8186,13665,89027,2015-02-24,2026-05-02 17:38:12
11980,Ashely Merdita,4,San Francisco Unified,94102,1992-08-06,Bachelor   ,FALSE,TRUE,amerdi73@k12.ca.edu,3,33,36,Senior,TRUE,2014,66010,0,9168,13650,88828,2015-02-08,2026-05-02 17:38:12
11982,Irvine Hvatum,1,Ontario-Montclair,91762,1993-04-03,Bachelor   ,TRUE,FALSE,ihvatu10@k12.ca.edu,6,33,39,Senior,TRUE,2014,125898,0,792,15142,141832,2014-12-16,2026-05-02 17:38:12
11984,Allina Bradford,1,Ontario-Montclair,91762,1995-05-24,Master     ,FALSE,TRUE,abradf98@k12.ca.edu,4,30,34,Senior,TRUE,2014,82338,0,673,13993,97004,2014-12-06,2026-05-02 17:38:12
11990,Claretta Resta,4,San Francisco Unified,94102,2009-12-04,Bachelor   ,FALSE,TRUE,cresta73@k12.ca.edu,2,16,18,Mid-Senior,TRUE,2014,48564,0,14232,12584,75380,2015-08-01,2026-05-02 17:38:12
11994,Eddie Kimura,4,San Francisco Unified,94102,2009-01-28,Bachelor   ,FALSE,FALSE,ekimur81@k12.ca.edu,1,17,18,Mid-Senior,TRUE,2014,29026,0,2214,5377,36617,2015-07-30,2026-05-02 17:38:12
11996,Annaliese Guss,1,Ontario-Montclair,91762,2000-07-26,Bachelor   ,FALSE,TRUE,aguss83@k12.ca.edu,4,25,29,Senior,TRUE,2014,84545,0,3309,18748,106602,2015-03-11,2026-05-02 17:38:12
11998,Myrilla Marais,4,San Francisco Unified,94102,2007-03-02,Bachelor   ,FALSE,TRUE,mmarai76@k12.ca.edu,2,19,21,Mid-Senior,TRUE,2014,40915,0,11276,11692,63883,2015-03-06,2026-05-02 17:38:12
11999,Candace Doricent,4,San Francisco Unified,94102,2003-02-26,Bachelor   ,FALSE,TRUE,cdoric36@k12.ca.edu,2,23,25,Senior,TRUE,2014,44154,0,7786,11673,63613,2015-09-07,2026-05-02 17:38:12
12000,Amelia Matarazzo,2,Compton Unified,90059,1995-10-23,Bachelor   ,FALSE,TRUE,amatar66@k12.ca.edu,1,30,31,Senior,TRUE,2014,20508,170,0,2499,23177,2014-12-17,2026-05-02 17:38:12
12008,Edee Wolk,4,San Francisco Unified,94102,1992-10-11,Bachelor   ,FALSE,TRUE,ewolk58@k12.ca.edu,3,33,36,Senior,TRUE,2014,69249,0,6358,16702,92309,2015-02-26,2026-05-02 17:38:12
12011,Leigh Badwey,4,San Francisco Unified,94102,2003-05-24,Bachelor   ,FALSE,TRUE,lbadwe52@k12.ca.edu,2,22,24,Senior,TRUE,2014,37568,0,5828,6902,50298,2015-04-02,2026-05-02 17:38:12
12013,Russell Po,1,Ontario-Montclair,91762,2009-01-07,Bachelor   ,TRUE,FALSE,rpo95@k12.ca.edu,5,17,22,Mid-Senior,TRUE,2014,104245,0,0,12804,117049,2015-03-16,2026-05-02 17:38:12
12015,Ange Kimura,1,Ontario-Montclair,91762,2002-10-23,High School,FALSE,FALSE,akimur13@k12.ca.edu,1,23,24,Senior,TRUE,2014,23333,162,1587,7647,32729,2015-02-20,2026-05-02 17:38:12
12020,Sara-ann Meccariello,4,San Francisco Unified,94102,1992-11-25,High School,FALSE,FALSE,smecca76@k12.ca.edu,1,33,34,Senior,TRUE,2014,20419,0,3103,6072,29594,2015-08-03,2026-05-02 17:38:12
12029,Kayley Forrester,1,Ontario-Montclair,91762,1992-02-06,Master     ,FALSE,TRUE,kforre29@k12.ca.edu,4,34,38,Senior,TRUE,2014,73858,0,673,17867,92398,2015-08-19,2026-05-02 17:38:12
12032,Michaelina Hafrey,4,San Francisco Unified,94102,1994-01-06,Bachelor   ,FALSE,TRUE,mhafre76@k12.ca.edu,2,32,34,Senior,TRUE,2014,38693,0,5249,10992,54934,2015-02-17,2026-05-02 17:38:12
12035,Raimund Doricent,4,San Francisco Unified,94102,2003-12-31,Bachelor   ,FALSE,TRUE,rdoric64@k12.ca.edu,2,22,24,Senior,TRUE,2014,38018,0,13326,11388,62732,2015-04-29,2026-05-02 17:38:12
12036,Kass Bronson,2,Compton Unified,90059,2004-05-29,Master     ,FALSE,TRUE,kbrons73@k12.ca.edu,5,21,26,Senior,TRUE,2014,94939,2676,0,8267,105882,2015-06-17,2026-05-02 17:38:12
12038,Gustie Garman,4,San Francisco Unified,94102,1993-01-21,Bachelor   ,FALSE,TRUE,ggarma16@k12.ca.edu,3,33,36,Senior,TRUE,2014,58339,0,13844,13397,85580,2015-04-19,2026-05-02 17:38:12
12043,Karlens Marchbanks,4,San Francisco Unified,94102,2000-05-30,Bachelor   ,TRUE,FALSE,kmarch0@k12.ca.edu,2,25,27,Senior,TRUE,2014,45341,0,2997,8986,57324,2015-07-21,2026-05-02 17:38:12
12049,Sonya Baboolal,1,Ontario-Montclair,91762,1991-01-25,Bachelor   ,FALSE,TRUE,sbaboo6@k12.ca.edu,4,35,39,Senior,TRUE,2014,71068,0,2397,12296,85761,2014-12-04,2026-05-02 17:38:12
12072,Malvin Lucier,4,San Francisco Unified,94102,2005-05-08,High School,FALSE,FALSE,mlucie82@k12.ca.edu,2,20,22,Senior,TRUE,2014,41502,370,7897,26884,76653,2015-01-11,2026-05-02 17:38:12
12075,Eleonore Medawar,4,San Francisco Unified,94102,2010-06-05,High School,FALSE,FALSE,emedaw42@k12.ca.edu,2,15,17,Mid-Senior,TRUE,2014,42534,404,6009,29085,78032,2015-07-14,2026-05-02 17:38:12
12076,Steffi Fitzgerald,2,Compton Unified,90059,2005-07-12,Bachelor   ,FALSE,TRUE,sfitzg59@k12.ca.edu,2,20,22,Senior,TRUE,2014,33049,422,0,9468,42939,2015-06-26,2026-05-02 17:38:12
12077,Terri Manuel,2,Compton Unified,90059,1997-01-16,Master     ,FALSE,TRUE,tmanue19@k12.ca.edu,3,29,32,Senior,TRUE,2014,69174,8378,0,15991,93543,2014-12-11,2026-05-02 17:38:12
12078,Addison Corfas,4,San Francisco Unified,94102,1994-04-27,Bachelor   ,FALSE,TRUE,acorfa64@k12.ca.edu,2,32,34,Senior,TRUE,2014,46551,0,10560,15118,72229,2015-08-28,2026-05-02 17:38:12
12082,Engelbert Cicero,4,San Francisco Unified,94102,2007-11-12,High School,FALSE,FALSE,ecicer29@k12.ca.edu,2,18,20,Mid-Senior,TRUE,2014,42253,0,8540,29663,80456,2015-01-04,2026-05-02 17:38:12
12085,Tris Gonet,4,San Francisco Unified,94102,2008-09-18,Bachelor   ,FALSE,TRUE,tgonet7@k12.ca.edu,1,17,18,Mid-Senior,TRUE,2014,17647,0,2456,4388,24491,2014-11-23,2026-05-02 17:38:12
12103,Ira Sicilia,4,San Francisco Unified,94102,2002-11-25,Bachelor   ,FALSE,TRUE,isicil39@k12.ca.edu,2,23,25,Senior,TRUE,2014,42367,0,7427,10815,60609,2015-04-05,2026-05-02 17:38:12
12109,Essa Perrault,4,San Francisco Unified,94102,2009-07-30,Bachelor   ,FALSE,TRUE,eperra64@k12.ca.edu,2,16,18,Mid-Senior,TRUE,2014,44206,0,6282,11572,62060,2015-04-28,2026-05-02 17:38:12
12120,Siward Tabor,2,Compton Unified,90059,1995-12-02,Bachelor   ,FALSE,TRUE,stabor3@k12.ca.edu,4,30,34,Senior,TRUE,2014,70046,4883,0,12970,87899,2015-02-18,2026-05-02 17:38:12
12126,Valaree Cicero,4,San Francisco Unified,94102,1999-06-30,High School,FALSE,FALSE,vcicer52@k12.ca.edu,2,26,28,Senior,TRUE,2014,40187,2868,10109,28275,81439,2015-01-18,2026-05-02 17:38:12
12129,Jeth Zao,4,San Francisco Unified,94102,1994-07-29,Bachelor   ,TRUE,FALSE,jzao5@k12.ca.edu,10,31,41,Senior,TRUE,2014,204646,0,6089,28320,239055,2015-09-13,2026-05-02 17:38:12
12136,Raina Brady,4,San Francisco Unified,94102,1996-07-16,Bachelor   ,FALSE,TRUE,rbrady27@k12.ca.edu,2,29,31,Senior,TRUE,2014,47715,0,13930,12496,74141,2015-05-11,2026-05-02 17:38:12
12138,Peterus Livesey,4,San Francisco Unified,94102,1991-07-02,Bachelor   ,TRUE,FALSE,plives59@k12.ca.edu,5,34,39,Senior,TRUE,2014,106388,0,4983,16771,128142,2015-09-02,2026-05-02 17:38:12
12139,Winnie Bradford,4,San Francisco Unified,94102,2014-09-28,Bachelor   ,FALSE,TRUE,wbradf76@k12.ca.edu,3,11,14,Mid-Senior,TRUE,2014,52768,0,29721,14284,96773,2015-06-28,2026-05-02 17:38:12
12140,Trever Garman,4,San Francisco Unified,94102,2009-03-04,Bachelor   ,FALSE,TRUE,tgarma88@k12.ca.edu,3,17,20,Mid-Senior,TRUE,2014,55638,0,14115,15658,85411,2015-05-07,2026-05-02 17:38:12
12155,Jaynell Safire,4,San Francisco Unified,94102,2008-06-23,Bachelor   ,FALSE,TRUE,jsafir77@k12.ca.edu,3,17,20,Mid-Senior,TRUE,2014,66540,0,9120,13689,89349,2015-08-18,2026-05-02 17:38:12
12159,Margie Kranzer,4,San Francisco Unified,94102,2000-04-18,High School,FALSE,FALSE,mkranz32@k12.ca.edu,1,26,27,Senior,TRUE,2014,25211,122,21301,19681,66315,2015-09-11,2026-05-02 17:38:12
12166,Carol-jean Alspach,2,Compton Unified,90059,2007-08-03,Bachelor   ,TRUE,FALSE,calspa22@k12.ca.edu,4,18,22,Mid-Senior,TRUE,2014,74121,0,0,12221,86342,2015-04-20,2026-05-02 17:38:12
12186,Breena Boatman,2,Compton Unified,90059,2005-05-18,Master     ,FALSE,TRUE,bboatm96@k12.ca.edu,4,20,24,Senior,TRUE,2014,89907,1407,0,11041,102355,2015-04-25,2026-05-02 17:38:12
12192,Talbot Frantz,4,San Francisco Unified,94102,2011-05-01,Bachelor   ,FALSE,TRUE,tfrant33@k12.ca.edu,4,15,19,Mid-Senior,TRUE,2014,74824,0,10636,14564,100024,2015-06-20,2026-05-02 17:38:12
12196,Culver Van,2,Compton Unified,90059,2000-07-26,Master     ,FALSE,TRUE,cvan55@k12.ca.edu,5,25,30,Senior,TRUE,2014,93297,562,0,11259,105118,2015-01-18,2026-05-02 17:38:12
12198,Jared Sorra,4,San Francisco Unified,94102,1992-03-01,Bachelor   ,FALSE,TRUE,jsorra45@k12.ca.edu,4,34,38,Senior,TRUE,2014,77410,0,5592,16821,99823,2015-04-22,2026-05-02 17:38:12
12199,Marlo Hodgson,2,Compton Unified,90059,1995-04-20,Master     ,FALSE,TRUE,mhodgs55@k12.ca.edu,4,31,35,Senior,TRUE,2014,83712,948,0,10480,95140,2015-02-06,2026-05-02 17:38:12
12202,Greg Fassnacht,4,San Francisco Unified,94102,1997-09-15,Bachelor   ,FALSE,TRUE,gfassn37@k12.ca.edu,3,28,31,Senior,TRUE,2014,67563,0,16194,8267,92024,2015-09-10,2026-05-02 17:38:12
12206,Corri Mazzeo,4,San Francisco Unified,94102,2002-04-03,Bachelor   ,FALSE,TRUE,cmazze94@k12.ca.edu,4,24,28,Senior,TRUE,2014,72058,0,13864,14607,100529,2015-05-06,2026-05-02 17:38:12
